timestamp,update_num,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,buffer_avg_reward,buffer_win_rate,cumulative_pnl,cumulative_trades,cumulative_win_rate
2025-12-29T20:04:19.548310,1,-0.0581652382388711,149.49268017496382,0.676355608872005,0.011931493028116944,0.14369419642857142,0.0013873453965199678,0.39710343946819693,0.990234375,5.199999999999999,27,0.3333333333333333
2025-12-29T20:05:41.364672,2,-0.07808430879376829,1.184406479820609,0.7448579668998718,0.0013931852445239201,0.0357421875,-0.07251535077511018,0.023724685315866866,0.978515625,5.1999999999999975,74,0.22972972972972974
2025-12-29T20:07:04.112646,3,-0.09037695406004786,2.5261891583601632,0.8812754626075426,0.01557711405136312,0.18619791666666666,-0.0010855384241259536,0.07552945239237151,0.986328125,6.024999999999997,116,0.22413793103448276
2025-12-29T20:08:24.137243,4,-0.09042958985082805,2.296381822228432,0.9177805840969085,-0.003719412727514282,0.073828125,-6.013455123810019e-05,-0.004557417081072926,0.9765625,5.624999999999997,165,0.21212121212121213
2025-12-29T20:09:47.362237,5,-0.09185590036213398,2.0889801040291784,0.929714773595333,-0.0019719503994565456,0.0982421875,0.01315176071186297,0.02263599150476938,0.984375,5.649999999999998,226,0.2079646017699115
2025-12-29T20:11:09.352234,6,-0.10345476516522467,2.804095393419266,0.9571420855820179,0.010799222253262996,0.105859375,0.0070739456010698865,0.03594981136760631,0.984375,5.875,292,0.2226027397260274
2025-12-29T20:12:34.113505,7,-0.10108859169607361,69.95097748438518,1.0098559632897377,0.013760181687151393,0.07291666666666667,0.019262157718788697,0.08618253047250768,0.9609375,6.775000000000003,359,0.2395543175487465
2025-12-29T20:14:08.664733,8,-0.10267105982638895,20.08969489336014,1.0171790942549706,0.011012475454481318,0.1,-0.016557668240382295,0.08987623624204799,0.962890625,8.200000000000008,440,0.23863636363636365
2025-12-29T20:15:32.561791,9,-0.10812471271492541,18.662931367754936,1.0224523320794106,0.010082562145544215,0.0607421875,0.10618276936795124,0.07422637456731866,0.9765625,9.300000000000008,526,0.21292775665399238
2025-12-29T20:16:53.051319,10,-0.11389987529255449,7.161013495922089,1.059233057498932,0.00723338508978486,0.165625,0.008483858314423331,0.024339306723096792,0.951171875,9.55000000000001,616,0.2288961038961039
2025-12-29T20:18:15.092926,11,-0.11644777366891504,12.864312988519668,1.0707614243030548,0.011767715716268867,0.0869140625,-0.003268106474623611,-0.017668571798868594,0.951171875,9.00000000000001,705,0.22695035460992907
2025-12-29T20:19:35.248732,12,-0.11039232606999576,3.717363107204437,1.0769503876566886,0.01245742009487003,0.1236328125,0.030789725922302114,0.052682481302630306,0.966796875,9.82500000000001,802,0.2256857855361596
2025-12-29T20:20:57.225917,13,-0.1079441896174103,5.4732200592756275,1.07522494494915,0.006957532989326864,0.0728515625,0.03759715664446994,0.03907708095801602,0.962890625,10.40000000000001,920,0.21630434782608696
2025-12-29T20:22:22.052889,14,-0.11507727378048002,3.057266689836979,1.0808385163545609,0.009143099118955434,0.0669921875,-0.026480181330299946,0.0066830122089980605,0.958984375,10.350000000000007,1018,0.2151277013752456
2025-12-29T20:23:43.826347,15,-0.11046062409877777,14.21323166489601,1.073410752415657,0.014462848985567689,0.1580078125,0.03616664844486539,-0.06899057124506945,0.951171875,8.800000000000006,1129,0.20992028343666963
2025-12-29T20:25:06.269922,16,-0.11777025600895286,7.423176121711731,1.0911806970834732,0.0013263954897411168,0.1517578125,0.05118908894017582,0.06800086370233892,0.962890625,10.10000000000001,1239,0.2122679580306699
2025-12-29T20:26:27.780563,17,-0.12223949115723372,13.121013963222504,1.0829265341162682,0.013813867105636746,0.149609375,0.08085526265407261,-0.05322777573393266,0.9609375,8.72500000000001,1343,0.21072226358897989
2025-12-29T20:27:50.450433,18,-0.11047845971770584,3.292542026937008,1.0814837127923966,0.0015026980021502824,0.0875,0.0685353556098639,0.04335539955711422,0.9609375,9.42500000000001,1446,0.2143845089903181
2025-12-29T20:29:28.147531,19,-0.10184458282310516,60.04489654302597,1.0677550211548805,0.01352794338890817,0.1396484375,0.05510123721738158,-0.14397880654177198,0.962890625,6.1750000000000105,1560,0.2128205128205128
2025-12-29T20:30:53.343026,20,-0.10729618286713957,3.097129711508751,1.0461778208613395,0.0013366049446631224,0.0693359375,0.3711347337452947,-0.007619201677572664,0.966796875,5.850000000000012,1672,0.21052631578947367
2025-12-29T20:32:27.395144,21,-0.11178149743936956,1.6065788947045803,1.0576739013195038,0.004973508947296068,0.16796875,0.09414423331826505,0.05538385863192285,0.97265625,6.7500000000000115,1776,0.21114864864864866
2025-12-29T20:33:52.897024,22,-0.10333511070348322,8.444585919380188,1.0235204696655273,0.01573782360840899,0.1025390625,0.03736303324969381,0.08413137054654896,0.953125,8.125000000000009,1885,0.21273209549071617
2025-12-29T20:35:14.337793,23,-0.10249528344720601,4.506013157963753,1.0151456974446773,0.00829280560137704,0.1123046875,0.018169419763400585,-0.0018104366427621867,0.953125,8.15000000000001,1995,0.21453634085213033
2025-12-29T20:36:38.558596,24,-0.10148508115671576,2.569250890612602,1.0329082280397415,0.005736058187903836,0.150390625,-0.018463065364981546,0.04614458149905889,0.96484375,8.50000000000001,2116,0.21455576559546313
2025-12-29T20:38:00.547670,25,-0.1087907882174477,3.7507172971963882,1.0418360009789467,0.013674468180397525,0.126953125,0.03062182488137677,0.03040097802755211,0.955078125,9.475000000000012,2245,0.21202672605790646
2025-12-29T20:39:35.844695,26,-0.10560416771719854,18.962429483731587,1.0510252267122269,0.011920727944622437,0.15625,0.04883878134939368,-0.021567022513477866,0.953125,8.825000000000005,2366,0.21301775147928995
2025-12-29T20:41:08.066217,27,-0.10489356331527233,13.42358373105526,1.0472107827663422,0.017740998941008,0.0634765625,0.07055776314373874,-0.034557204865601265,0.94921875,7.875000000000007,2472,0.21440129449838188
2025-12-29T20:42:30.288047,28,-0.10992608382366598,3.254138220846653,1.0558970227837563,0.012035745015600697,0.0869140625,0.02142322352143744,0.00648322419844203,0.953125,7.925000000000008,2570,0.21595330739299612
2025-12-29T20:43:54.589198,29,-0.10838473699986935,2.0491286262869837,1.0711581707000732,-0.0005804994725622237,0.0779296875,-0.06352665981320715,-0.014137004222796063,0.96484375,7.350000000000007,2653,0.2156049754994346
2025-12-29T20:45:19.066308,30,-0.10838137567043304,0.4941077934578061,1.0664962157607079,0.0006337078521028161,0.0775390625,0.632285653324553,0.00018776146359781885,0.990234375,7.175000000000006,2751,0.20901490367139222
2025-12-29T20:46:48.961464,31,-0.11733922138810157,6.308679932355881,1.0471800163388252,0.00817869360325858,0.18125,0.06195227882057075,0.07300814345514986,0.958984375,8.650000000000007,2836,0.21262341325811002
2025-12-29T20:48:11.384625,32,-0.11704060048796236,5.3908676445484165,1.0416171982884408,0.010144633695017547,0.165625,0.059929388728085065,0.06277338291669156,0.966796875,9.775000000000004,2914,0.21379547014413178
2025-12-29T20:49:38.014125,33,-0.10478801792487502,1.8540965758264065,1.060831105709076,0.005072010587900877,0.1072265625,0.07045289353770201,0.0019977010591766277,0.98046875,9.825000000000005,2998,0.21080720480320214
2025-12-29T20:51:00.725062,34,-0.1121956150047481,1.6076838389039039,1.0761734217405319,0.00039155991980805994,0.0703125,0.013548569371792607,0.033777305145351454,0.962890625,10.450000000000005,3096,0.21059431524547803
2025-12-29T20:52:25.784017,35,-0.11076239356771111,5.6106540486216545,1.0735200196504593,0.012209353764774278,0.0849609375,0.06747443136154085,-0.01969313534856863,0.93359375,9.875000000000004,3210,0.21214953271028036
2025-12-29T20:53:48.637949,36,-0.10957923107780516,6.467409290373325,1.0530737936496735,0.014994464523624629,0.1333984375,0.07393651870742746,0.0461791567209795,0.951171875,10.925000000000006,3330,0.21171171171171171
